315,"t","CD Ranking: "
315,"t","Table 50.  Barley for Grain"
315,"t","Ranking of Congressional Districts by Acres Harvested:  2012"
315,"t","[For meaning of abbreviations and symbols, see introductory text.]"
315,"h","","","","",""
315,"h","","Congressional","","",""
315,"h","State","district","Rank 2/","Acres","Farms"
315,"h","","","","",""
315,"d","North Dakota 1/","At Large",1,1006554,3148
315,"d","Montana 1/","At Large",2,778521,2236
315,"d","Idaho",2,3,529129,1878
315,"d","Washington",5,4,155436,667
315,"d","Minnesota",7,5,88809,657
315,"d","Idaho",1,6,64340,469
315,"d","Wyoming 1/","At Large",7,62590,408
315,"d","Oregon",2,8,51953,270
315,"d","Colorado",3,9,44965,158
315,"d","Delaware 1/","At Large",10,33455,199
315,"d","",,,,
315,"d","Maryland",1,11,24849,352
315,"d","South Dakota 1/","At Large",12,23131,149
315,"d","California",24,13,"(D)",56
315,"d","Arizona",1,14,20687,76
315,"d","Utah",1,15,16864,307
315,"d","California",21,16,15687,34
315,"d","Maine",2,17,15306,52
315,"d","Arizona",3,18,13067,46
315,"d","Virginia",1,19,12965,115
315,"d","Pennsylvania",9,20,12562,569
315,"d","",,,,
315,"d","Washington",4,21,12190,57
315,"d","California",1,22,10780,52
315,"d","Wisconsin",7,23,9096,365
315,"d","Pennsylvania",16,24,8649,568
315,"d","Pennsylvania",11,25,7898,314
315,"d","Colorado",4,26,7388,63
315,"d","California",25,27,"(D)",2
315,"d","California",3,28,6760,20
315,"d","Virginia",6,29,6684,239
315,"d","Michigan",1,30,6334,175
315,"d","",,,,
315,"d","Kentucky",1,31,5893,70
315,"d","Utah",2,32,5689,122
315,"d","Virginia",7,33,5626,60
315,"d","North Carolina",6,34,5400,48
315,"d","Texas",11,35,5383,26
315,"d","Maryland",6,36,5322,174
315,"d","Maryland",8,37,5301,86
315,"d","Virginia",5,38,4834,94
315,"d","Pennsylvania",4,39,4827,166
315,"d","Minnesota",8,40,4710,112
315,"d","",,,,
315,"d","Pennsylvania",15,41,4647,231
315,"d","Kansas",1,42,4580,61
315,"d","Alaska 1/","At Large",43,4445,18
315,"d","California",20,44,4292,22
315,"d","California",16,45,4061,8
315,"d","Wisconsin",3,46,3944,171
315,"d","Virginia",2,47,"(D)",18
315,"d","Maryland",5,48,3671,92
315,"d","North Carolina",5,49,3663,50
315,"d","Pennsylvania",10,50,3561,191
315,"d","",,,,
315,"d","New York",23,51,3466,129
315,"d","Pennsylvania",6,52,3451,151
315,"d","Arizona",4,53,3200,18
315,"d","Minnesota",1,54,3116,118
315,"d","Wisconsin",8,55,3020,100
315,"d","Washington",2,56,2993,29
315,"d","Arizona",2,57,2934,15
315,"d","California",23,58,2738,13
315,"d","Oklahoma",3,59,2647,10
315,"d","Colorado",2,60,"(D)",18
315,"d","",,,,
315,"d","Washington",3,61,"(D)",35
315,"d","North Carolina",8,62,2198,39
315,"d","Arizona",8,63,2146,6
315,"c",""
315,"c","See footnote(s) at end of table.","--continued"
