226,"t","CD Ranking: "
226,"t","Table 35.  Sheep, Goats, Wool, Mohair, and Milk"
226,"t","Ranking of Congressional Districts by Value of Sales:  2012 (continued)"
226,"t","[For meaning of abbreviations and symbols, see introductory text.]"
226,"h","","","","",""
226,"h","","Congressional","","Value",""
226,"h","State","district","Rank 2/","($1,000)","Farms"
226,"h","","","","",""
226,"d","Texas",14,"(D)","(D)",210
226,"d","Texas",21,"(D)","(D)",1978
226,"d","Texas",25,"(D)","(D)",1927
226,"d","Texas",30,"(D)","(D)",28
226,"d","Texas",31,"(D)","(D)",727
226,"d","Virginia",2,"(D)","(D)",21
226,"d","Washington",4,"(D)","(D)",425
226,"d","Washington",7,"(D)","(D)",16
226,"d","West Virginia",1,"(D)","(D)",463
226,"c",""
226,"f","1/  State totals only are presented for the 'At Large' states."
226,"f","2/  Position of data marked with a (D) does not indicate rank."
