247,"t","CD Ranking: "
247,"t","Table 39.  Cattle and Calves"
247,"t","Ranking of Congressional Districts by Inventory:  2012"
247,"t","[For meaning of abbreviations and symbols, see introductory text.]"
247,"h","","","","",""
247,"h","","Congressional","","",""
247,"h","State","district","Rank 2/","Number","Farms"
247,"h","","","","",""
247,"d","Nebraska",3,1,5317273,18358
247,"d","Kansas",1,2,4252363,12142
247,"d","South Dakota 1/","At Large",3,3893251,15583
247,"d","Texas",13,4,3159119,10963
247,"d","Montana 1/","At Large",5,2633740,11845
247,"d","Oklahoma",3,6,2070629,17816
247,"d","Colorado",4,7,2004637,6434
247,"d","North Dakota 1/","At Large",8,1809613,9868
247,"d","Idaho",2,9,1735891,6066
247,"d","Iowa",4,10,1726783,8105
247,"d","",,,,
247,"d","Texas",19,11,1673531,5195
247,"d","California",21,12,1361399,823
247,"d","Oklahoma",2,13,1335766,20402
247,"d","Wyoming 1/","At Large",14,1307731,6115
247,"d","Iowa",1,15,1086944,8034
247,"d","Minnesota",7,16,1076326,9277
247,"d","Missouri",4,17,1072382,14135
247,"d","Nebraska",1,18,1057938,4769
247,"d","Oregon",2,19,964945,5907
247,"d","Missouri",6,20,894220,10702
247,"d","",,,,
247,"d","Wisconsin",3,21,846469,9277
247,"d","Kansas",2,22,831583,10442
247,"d","Kansas",4,23,819576,4595
247,"d","New Mexico",2,24,763457,4968
247,"d","Washington",4,25,741956,2864
247,"d","California",16,26,737821,826
247,"d","Texas",11,27,736580,11749
247,"d","Wisconsin",7,28,734357,8134
247,"d","Missouri",8,29,698452,11385
247,"d","Texas",4,30,681625,14008
247,"d","",,,,
247,"d","Oklahoma",4,31,676894,8725
247,"d","Arkansas",4,32,672466,9836
247,"d","Idaho",1,33,661650,4891
247,"d","Minnesota",1,34,657103,5367
247,"d","Wisconsin",8,35,653693,3672
247,"d","Kentucky",2,36,640864,10990
247,"d","Kentucky",1,37,637386,10616
247,"d","California",22,38,631950,622
247,"d","Texas",17,39,606672,11453
247,"d","Iowa",2,40,600916,6657
247,"d","",,,,
247,"d","Florida",17,41,598299,4026
247,"d","Virginia",9,42,583189,8434
247,"d","Missouri",7,43,576573,9014
247,"d","New Mexico",3,44,539737,6869
247,"d","Wisconsin",2,45,527863,3918
247,"d","Wisconsin",6,46,507156,3103
247,"d","Colorado",3,47,499342,5410
247,"d","Texas",23,48,482892,5210
247,"d","Iowa",3,49,479040,4031
247,"d","Kentucky",6,50,452233,6256
247,"d","",,,,
247,"d","Texas",27,51,450414,9093
247,"d","California",10,52,446056,1212
247,"d","Arizona",1,53,443049,4513
247,"d","Arkansas",3,54,440117,6807
247,"d","Virginia",5,55,437850,6382
247,"d","Tennessee",6,56,414335,8292
247,"d","Texas",10,57,398456,10841
247,"d","Virginia",6,58,392030,5083
247,"d","California",51,59,377618,112
247,"d","Mississippi",3,60,374792,5545
247,"d","",,,,
247,"d","Missouri",3,61,374627,6556
247,"d","Tennessee",4,62,371771,6515
247,"d","Texas",25,63,363404,8524
247,"c",""
247,"c","See footnote(s) at end of table.","--continued"
