336,"t","CD Ranking: "
336,"t","Table 57.  Potatoes"
336,"t","Ranking of Congressional Districts by Acres Harvested:  2012"
336,"t","[For meaning of abbreviations and symbols, see introductory text.]"
336,"h","","","","",""
336,"h","","Congressional","","",""
336,"h","State","district","Rank 2/","Acres","Farms"
336,"h","","","","",""
336,"d","Idaho",2,1,334987,626
336,"d","Washington",4,2,139293,339
336,"d","North Dakota 1/","At Large",3,85844,189
336,"d","Maine",2,4,61225,553
336,"d","Colorado",3,5,53973,240
336,"d","Wisconsin",3,6,41583,180
336,"d","Oregon",2,7,40390,250
336,"d","Minnesota",7,8,26343,175
336,"d","Michigan",4,9,23278,135
336,"d","Nebraska",3,10,"(D)",121
336,"d","",,,,
336,"d","Florida",6,11,19505,45
336,"d","Wisconsin",7,12,14882,157
336,"d","California",21,13,13858,28
336,"d","Minnesota",8,14,13120,121
336,"d","Washington",2,15,12973,128
336,"d","North Carolina",3,16,12567,71
336,"d","New York",27,17,"(D)",134
336,"d","Idaho",1,18,10230,168
336,"d","California",1,19,"(D)",69
336,"d","California",23,20,8923,24
336,"d","",,,,
336,"d","Montana 1/","At Large",21,8682,179
336,"d","Missouri",8,22,8676,68
336,"d","Texas",13,23,"(D)",18
336,"d","Michigan",1,24,7071,251
336,"d","Michigan",6,25,"(D)",120
336,"d","Minnesota",6,26,"(D)",64
336,"d","Nevada",2,27,"(D)",35
336,"d","Texas",23,28,"(D)",14
336,"d","Wisconsin",6,29,6430,110
336,"d","New Mexico",3,30,"(D)",209
336,"d","",,,,
336,"d","Washington",5,31,"(D)",132
336,"d","Colorado",4,32,5272,34
336,"d","Kansas",1,33,"(D)",62
336,"d","Texas",15,34,4411,12
336,"d","Virginia",2,35,4203,24
336,"d","Michigan",7,36,4135,107
336,"d","Florida",3,38,3924,42
336,"d","Massachusetts",2,39,3643,119
336,"d","Florida",17,40,3482,17
336,"d","New York",24,41,3333,126
336,"d","",,,,
336,"d","New York",23,42,"(D)",238
336,"d","Pennsylvania",5,43,3199,175
336,"d","Washington",1,44,3027,135
336,"d","California",9,45,2952,6
336,"d","California",42,46,2804,4
336,"d","New York",1,49,2585,68
336,"d","Florida",9,50,"(D)",5
336,"d","Texas",19,51,"(D)",18
336,"d","Maryland",1,52,2127,86
336,"d","California",51,55,1841,9
336,"d","",,,,
336,"d","New Jersey",2,57,1671,48
336,"d","North Carolina",1,60,1556,29
336,"d","Delaware 1/","At Large",63,1363,23
336,"d","Wisconsin",8,66,1248,83
336,"d","Pennsylvania",17,70,1118,60
336,"d","New York",21,71,1114,194
336,"d","Oregon",1,74,1069,75
336,"d","Pennsylvania",11,75,1018,115
336,"d","Minnesota",1,76,956,66
336,"d","Michigan",10,77,920,72
336,"d","",,,,
336,"d","Wyoming 1/","At Large",79,865,31
336,"d","Iowa",2,81,857,90
336,"d","Pennsylvania",15,84,787,69
336,"c",""
336,"c","See footnote(s) at end of table.","--continued"
