344,"t","CD Ranking: "
344,"t","Table 60.  All Sunflower Seed"
344,"t","Ranking of Congressional Districts by Acres Harvested:  2012"
344,"t","[For meaning of abbreviations and symbols, see introductory text.]"
344,"h","","","","",""
344,"h","","Congressional","","",""
344,"h","State","district","Rank 2/","Acres","Farms"
344,"h","","","","",""
344,"d","North Dakota 1/","At Large",1,849274,2060
344,"d","South Dakota 1/","At Large",2,619981,1048
344,"d","Kansas",1,3,71531,298
344,"d","Colorado",4,4,64894,164
344,"d","Minnesota",7,5,45501,213
344,"d","California",3,6,43312,144
344,"d","Nebraska",3,7,39115,144
344,"d","Texas",15,8,26877,20
344,"d","Texas",19,9,13588,52
344,"d","Texas",6,10,13025,16
344,"d","",,,,
344,"d","Texas",28,11,10824,10
344,"d","Montana 1/","At Large",12,10643,35
344,"d","Texas",34,13,7817,14
344,"d","Kansas",4,14,5548,32
344,"d","Wyoming 1/","At Large",15,5019,34
344,"d","Texas",25,16,4659,17
344,"d","Texas",13,17,3752,22
344,"d","Kansas",2,18,3100,32
344,"d","California",1,19,2875,27
344,"d","Texas",23,20,"(D)",21
344,"d","",,,,
344,"d","Colorado",3,21,"(D)",9
344,"d","Minnesota",8,22,"(D)",28
344,"d","Texas",4,23,2206,7
344,"d","Oklahoma",3,25,2074,11
344,"d","Washington",4,26,"(D)",14
344,"d","Texas",27,27,1526,3
344,"d","Texas",11,28,1358,11
344,"d","Colorado",6,29,"(D)",4
344,"d","Wisconsin",7,30,1136,29
344,"d","California",6,31,1050,3
344,"d","",,,,
344,"d","South Carolina",3,32,854,5
344,"d","Oregon",2,34,780,6
344,"d","Michigan",1,35,769,12
344,"d","Colorado",7,36,"(D)",2
344,"d","Wisconsin",3,37,487,11
344,"d","Missouri",7,38,466,6
344,"d","Michigan",4,39,389,5
344,"d","Georgia",10,42,328,8
344,"d","Wisconsin",8,43,313,4
344,"d","California",7,44,"(D)",2
344,"d","",,,,
344,"d","Wisconsin",2,45,"(D)",2
344,"d","Tennessee",1,46,"(D)",2
344,"d","New York",23,47,242,15
344,"d","New York",22,48,238,8
344,"d","Missouri",8,49,"(D)",2
344,"d","Illinois",16,50,"(D)",3
344,"d","Wisconsin",6,51,"(D)",9
344,"d","Pennsylvania",3,52,"(D)",1
344,"d","Texas",8,53,"(D)",1
344,"d","North Carolina",1,54,189,8
344,"d","",,,,
344,"d","South Carolina",6,56,176,20
344,"d","North Carolina",2,57,175,7
344,"d","North Carolina",5,66,138,4
344,"d","Maryland",1,68,131,8
344,"d","New York",24,69,130,7
344,"d","Maryland",6,70,"(D)",4
344,"d","South Carolina",5,71,"(D)",4
344,"d","California",50,72,96,9
344,"d","Kentucky",1,73,90,9
344,"d","Kentucky",6,75,83,6
344,"d","",,,,
344,"d","Pennsylvania",5,77,80,9
344,"d","Pennsylvania",10,78,76,6
344,"d","Ohio",4,80,75,3
344,"c",""
344,"c","See footnote(s) at end of table.","--continued"
