342,"t","CD Ranking: "
342,"t","Table 58.  Sugarbeets for Sugar"
342,"t","Ranking of Congressional Districts by Acres Harvested:  2012"
342,"t","[For meaning of abbreviations and symbols, see introductory text.]"
342,"h","","","","",""
342,"h","","Congressional","","",""
342,"h","State","district","Rank","Acres","Farms"
342,"h","","","","",""
342,"d","Minnesota",7,1,480499,1221
342,"d","North Dakota 1/","At Large",2,227771,528
342,"d","Idaho",2,3,163507,390
342,"d","Michigan",10,4,97038,406
342,"d","Nebraska",3,5,51671,172
342,"d","Montana 1/","At Large",6,45807,197
342,"d","Wyoming 1/","At Large",7,31302,140
342,"d","Michigan",5,8,30176,205
342,"d","Michigan",4,9,"(D)",143
342,"d","California",51,10,"(D)",55
342,"d","",,,,
342,"d","Colorado",4,11,26521,185
342,"d","Idaho",1,12,21003,141
342,"d","Oregon",2,13,"(D)",73
342,"d","Colorado",2,14,"(D)",29
342,"d","Washington",4,15,"(D)",4
342,"d","Michigan",3,16,"(D)",1
342,"d","Minnesota",1,17,"(D)",3
342,"d","Colorado",6,18,"(D)",1
342,"d","California",41,19,"(D)",2
342,"d","South Dakota 1/","At Large",20,"(D)",1
342,"d","",,,,
342,"d","Oregon",4,21,"(D)",1
342,"d","Oregon",5,22,"(D)",1
342,"d","Michigan",1,23,"(D)",2
342,"d","Ohio",6,24,"(D)",2
342,"d","Vermont 1/","At Large",25,6,6
342,"d","Minnesota",8,26,"(D)",2
342,"d","Michigan",8,27,"(D)",1
342,"d","California",4,28,"(D)",1
342,"c",""
342,"f","1/  State totals only are presented for the 'At Large' states."
