272,"t","CD Ranking: "
272,"t","Table 42.  Sheep and Lambs"
272,"t","Ranking of Congressional Districts by Inventory:  2012 (continued)"
272,"t","[For meaning of abbreviations and symbols, see introductory text.]"
272,"h","","","","",""
272,"h","","Congressional","","",""
272,"h","State","district","Rank 2/","Number","Farms"
272,"h","","","","",""
272,"d","Ohio",11,385,9,3
272,"d","Virginia",11,388,"(D)",1
272,"d","California",37,389,"(D)",1
272,"d","Michigan",13,390,"(D)",3
272,"d","New York",6,391,"(D)",2
272,"d","California",32,392,3,3
272,"d","Arizona",6,"(D)","(D)",8
272,"d","California",6,"(D)","(D)",5
272,"d","California",39,"(D)","(D)",4
272,"d","California",45,"(D)","(D)",2
272,"d","",,,,
272,"d","California",53,"(D)","(D)",1
272,"d","Florida",27,"(D)","(D)",2
272,"d","New York",3,"(D)","(D)",2
272,"d","Washington",9,"(D)","(D)",2
272,"c",""
272,"f","1/  State totals only are presented for the 'At Large' states."
272,"f","2/  Position of data marked with a (D) does not indicate rank."
