308,"t","CD Ranking: "
308,"t","Table 48.  Sorghum for Grain"
308,"t","Ranking of Congressional Districts by Acres Harvested:  2012 (continued)"
308,"t","[For meaning of abbreviations and symbols, see introductory text.]"
308,"h","","","","",""
308,"h","","Congressional","","",""
308,"h","State","district","Rank 2/","Acres","Farms"
308,"h","","","","",""
308,"d","Iowa",1,"(D)","(D)",5
308,"d","Maryland",4,"(D)","(D)",1
308,"d","Maryland",8,"(D)","(D)",2
308,"d","Minnesota",7,"(D)","(D)",8
308,"d","Minnesota",8,"(D)","(D)",2
308,"d","New Jersey",4,"(D)","(D)",1
308,"d","New York",19,"(D)","(D)",2
308,"d","North Carolina",9,"(D)","(D)",5
308,"d","Ohio",6,"(D)","(D)",2
308,"d","Ohio",8,"(D)","(D)",2
308,"d","",,,,
308,"d","Ohio",12,"(D)","(D)",2
308,"d","Pennsylvania",3,"(D)","(D)",1
308,"d","Pennsylvania",4,"(D)","(D)",1
308,"d","Pennsylvania",8,"(D)","(D)",2
308,"d","Pennsylvania",9,"(D)","(D)",15
308,"d","Pennsylvania",17,"(D)","(D)",6
308,"d","Tennessee",5,"(D)","(D)",1
308,"d","Texas",2,"(D)","(D)",2
308,"d","Texas",12,"(D)","(D)",4
308,"d","Texas",20,"(D)","(D)",2
308,"d","",,,,
308,"d","Texas",32,"(D)","(D)",1
308,"d","Utah",3,"(D)","(D)",1
308,"d","Virginia",2,"(D)","(D)",2
308,"d","Virginia",9,"(D)","(D)",6
308,"d","Wisconsin",2,"(D)","(D)",2
308,"d","Wisconsin",6,"(D)","(D)",3
308,"c",""
308,"f","1/  State totals only are presented for the 'At Large' states."
308,"f","2/  Position of data marked with a (D) does not indicate rank."
